File_name,Age_group,Gender
331,1,Male
332,1,Male
334,0,Female
336,1,Male
338,1,Male
339,1,Male
340,1,Male
341,1,Male
343,1,Male
344,1,Male
345,1,Male
346,1,Male
347,0,Male
348,1,Male
349,1,Male
350,1,Female
351,1,Male
353,1,Male
354,1,Male
355,1,Male
356,1,Male
358,1,Male
359,0,Male
362,1,Male
363,1,Male
364,1,Male
366,1,Male
368,1,Male
369,1,Male
370,1,Male
373,1,Male
374,1,Male
375,1,Male
377,1,Male
378,1,Male
379,1,Female
382,1,Male
383,1,Male
387,0,Female
388,1,Male
389,1,Male
391,1,Male
392,1,Male
393,1,Male
394,1,Male
395,1,Male
398,1,Male
399,1,Female
400,1,Male
402,1,Male
404,1,Female
405,1,Male
407,1,Male
409,1,Male
410,1,Male
412,1,Male
413,1,Male
414,1,Male
416,0,Female
418,1,Male
419,0,Female
421,1,Male
422,1,Male
425,1,Male
426,1,Male
428,1,Female
431,1,Male
432,1,Male
434,1,Male
435,1,Male
436,1,Male
438,1,Female
439,1,Male
440,1,Male
441,1,Male
442,1,Male
443,1,Male
444,1,Male
445,1,Male
447,1,Male
450,1,Male
453,1,Male
454,0,Female
455,1,Male
456,1,Female
458,1,Male
460,1,Male
461,1,Male
463,1,Male
465,1,Male
467,1,Male
468,1,Male
470,1,Male
471,0,Male
472,1,Male
473,1,Male
474,1,Male
478,1,Male
479,1,Male
482,1,Male
486,1,Male
487,1,Male
490,1,Male
491,1,Male
492,1,Male
494,1,Male
495,1,Male
498,1,Female
499,1,Male
500,0,Male
501,1,Male
502,0,Male
503,1,Male
506,1,Male
507,1,Male
508,1,Male
509,1,Male
510,0,Male
512,1,Male
513,1,Female
514,0,Female
515,1,Male
516,1,Male
517,1,Male
518,1,Male
519,1,Male
521,0,Male
524,1,Male
526,1,Female
527,1,Male
529,2,Male
530,1,Male
533,1,Male
534,1,Male
535,1,Female
536,1,Male
539,1,Male
544,1,Male
545,1,Male
546,1,Male
547,1,Male
548,1,Female
549,1,Male
550,1,Male
551,1,Female
552,1,Female
553,1,Male
554,1,Male
555,1,Male
559,1,Male
561,1,Female
564,1,Male
565,1,Male
566,1,Male
567,1,Male
570,1,Male
571,1,Male
573,1,Female
575,1,Male
576,1,Male
577,1,Male
578,1,Male
579,1,Male
580,1,Male
581,1,Male
582,1,Male
585,1,Female
586,1,Male
587,1,Male
588,1,Female
589,1,Male
591,1,Male
593,1,Female
594,1,Male
596,1,Female
597,1,Female
598,1,Female
601,1,Male
602,1,Male
603,1,Male
604,1,Female
605,1,Male
607,1,Male
608,1,Male
609,1,Female
610,1,Female
611,1,Male
612,0,Female
615,1,Male
616,1,Male
618,1,Male
619,1,Male
621,1,Male
622,1,Female
625,1,Male
626,1,Male
627,1,Male
628,1,Female
629,0,Male
632,1,Male
636,1,Male
637,1,Male
638,1,Male
639,1,Male
640,1,Male
642,1,Male
646,1,Male
647,1,Male
650,1,Male
652,1,Male
653,1,Male
654,1,Male
655,0,Male
656,1,Male
658,1,Male
659,1,Female
660,1,Male
662,1,Male
663,1,Male
666,1,Female
667,1,Male
668,1,Male
669,1,Female
671,1,Male
672,1,Male
674,1,Male
676,1,Male
677,1,Male
678,1,Male
679,1,Female
681,1,Male
682,1,Male
683,1,Male
684,1,Male
688,1,Male
689,1,Male
693,1,Female
695,1,Male
696,1,Male
697,1,Female
699,1,Male
700,0,Male
701,1,Male
703,1,Male
704,1,Male
707,1,Male
708,1,Female
709,1,Male
712,1,Female
714,1,Male
716,0,Male
717,1,Male
720,1,Female
721,1,Male
723,1,Female
726,1,Female
728,1,Male
729,1,Male
730,1,Male
733,1,Male
735,1,Male
736,1,Female
737,1,Female
738,1,Male
739,1,Female
740,1,Female
741,1,Male
742,1,Male
743,1,Female
744,1,Male
745,1,Male
748,1,Female
749,1,Male
750,1,Male
752,1,Male
753,1,Female
755,1,Male
756,1,Male
757,0,Male
758,1,Male
760,1,Male
761,1,Male
762,1,Male
763,1,Female
764,1,Male
765,1,Male
766,1,Male
767,1,Male
772,1,Male
773,1,Female
775,1,Male
777,1,Male
778,1,Male
779,1,Male
780,1,Female
781,1,Male
783,1,Male
784,1,Male
786,0,Male
788,1,Male
789,1,Male
790,1,Male
792,1,Male
793,1,Male
794,1,Male
795,1,Male
797,1,Female
798,1,Male
799,1,Male
801,2,Male
806,0,Female
807,1,Female
808,1,Male
809,1,Male
810,1,Male
811,0,Male
813,1,Male
814,1,Male
815,1,Male
816,0,Male
820,1,Male
821,1,Male
822,1,Male
824,1,Male
825,1,Male
826,1,Male
827,1,Male
829,1,Female
830,1,Female
831,1,Male
832,1,Male
833,1,Male
835,1,Male
837,0,Male
843,1,Male
844,1,Female
845,1,Male
846,0,Male
847,1,Male
848,1,Male
849,1,Male
852,1,Male
854,1,Male
856,1,Male
857,1,Male
858,1,Male
859,1,Female
860,1,Female
861,1,Male
864,1,Female
866,1,Female
867,1,Female
868,1,Male
869,1,Male
871,1,Male
872,1,Female
874,1,Male
875,1,Male
876,1,Female
877,1,Male
878,1,Male
879,1,Male
880,1,Male
881,1,Male
882,1,Male
883,0,Female
884,1,Male
886,1,Male
888,1,Female
891,1,Male
894,1,Female
895,1,Male
897,1,Male
898,1,Male
900,1,Male
901,1,Male
902,0,Male
903,1,Male
904,1,Male
906,1,Male
908,1,Male
910,1,Male
911,1,Male
914,1,Male
915,1,Male
916,1,Male
917,1,Male
919,1,Male
920,1,Male
921,1,Male
922,1,Female
924,1,Male
925,1,Male
926,1,Male
927,1,Male
929,1,Male
932,1,Male
935,1,Female
936,1,Male
937,1,Female
938,1,Male
939,1,Male
940,1,Female
942,1,Male
944,1,Male
945,1,Male
946,1,Male
947,1,Female
948,1,Male
949,1,Female
951,1,Male
952,0,Female
953,1,Male
956,1,Male
957,1,Male
960,1,Female
961,1,Male
964,1,Male
966,1,Male
967,1,Male
968,1,Male
969,1,Female
970,1,Male
974,1,Male
975,1,Male
977,1,Female
979,1,Male
980,1,Male
981,1,Female
983,1,Male
985,1,Female
986,1,Male
987,1,Male
988,1,Male
989,1,Male
992,0,Female
994,1,Male
997,1,Female
999,1,Female
1000,1,Male
